AA,01/01/2016,139.0,N029AA,MIA,04:54,08:08,126.0,113.0,-2.0,08:20,12.0,0.0,0.0,0.0,0.0,0.0,ATL
AA,01/02/2016,232.0,N023AA,DFW,15:30,19:50,155.0,136.0,29.0,20:05,15.0,0.0,1.0,0.0,0.0,0.0,ATL
AA,01/08/2016,232.0,N023AA,DFW,14:20,19:50,155.0,136.0,29.0,20:05,15.0,0.0,2.0,0.0,0.0,0.0,ATL
